feature,VIF
sleep_hours,20.823747996715102
exercise_minutes,17.526498105794836
study_hours_per_day,7.225937374307402
stress_level,6.8408429384856575
focus_score,6.7815675858892615
phone_usage_hours,2.857576026195786
social_media_hours,2.6094391928918452
youtube_hours,2.1556225446068753
gaming_hours,1.976896672715932
